Sorter0,
ArrayLength,Runtime D
11287,0.043178122
11289,0.043667499
11291,0.041962378
11293,0.042085793
11295,0.042835545
11297,0.042332709
11299,0.042169292
11301,0.043468751
11303,0.043399248
11305,0.043329917
11307,0.043093793
11309,0.125555828
11311,0.04892996
11313,0.042346999
11315,0.042504001
11317,0.042385999
11319,0.042501792
11321,0.042760123
11323,0.042426039
11325,0.042479753
11327,0.042492166
11329,0.045910042
11331,0.043506417
11333,0.042752456
11335,0.042497877
11337,0.042545877
11339,0.042877331
11341,0.042476416
11343,0.042410918
11345,0.042589709
11347,0.042705376
11349,0.042959791
11351,0.042791791
11353,0.04279704
11355,0.043492377
11357,0.042927667
11359,0.043275706
11361,0.042916793
11363,0.043004293
11365,0.042020418
11367,0.042705208
11369,0.042997833
11371,0.04281304
11373,0.042619415
11375,0.045148041
11377,0.042808667
11379,0.043337084
11381,0.043162961
11383,0.043067042
11385,0.043131959
11387,0.043295626
11389,0.042946544
11391,0.042750999
11393,0.042585753
11395,0.042633414
11397,0.043135669
11399,0.042969752
11401,0.044022169
11403,0.042556833
11405,0.042926833
11407,0.043152247
11409,0.043199874
11411,0.0428835
11413,0.044865582
11415,0.044546247
11417,0.043180667
11419,0.043556169
11421,0.047544084
11423,0.043483544
11425,0.043337833
11427,0.043460455
11429,0.043379169
11431,0.043260209
11433,0.043421961
11435,0.043116376
11437,0.043277167
11439,0.043536961
11441,0.043344416
11443,0.044831499
11445,0.044525459
11447,0.04538196
11449,0.043164168
11451,0.043396454
11453,0.043792207
11455,0.043554585
11457,0.043527916
11459,0.044065502
11461,0.043374542
11463,0.0437815
11465,0.043509331
11467,0.045230083
11469,0.043569624
11471,0.043547247
11473,0.045442041
11475,0.045403793
11477,0.043957125
11479,0.044037543
11481,0.044191416
11483,0.043823794
11485,0.043693624
11487,0.043780874
11489,0.04381625
11491,0.044108376
11493,0.043520041
11495,0.043681208
11497,0.043734875
11499,0.046082918
11501,0.046227168
11503,0.04475975
11505,0.044248208
11507,0.043266706
11509,0.043929085
11511,0.044080961
11513,0.043978792
11515,0.044109292
11517,0.044602208
11519,0.043361962
11521,0.043602414
11523,0.044127375
11525,0.047215667
11527,0.043730833
11529,0.043959539
11531,0.044083375
11533,0.043568876
11535,0.044661917
11537,0.046651457
11539,0.044892583
11541,0.044265416
11543,0.044215541
11545,0.044154331
11547,0.044540707
11549,0.044760998
11551,0.048469417
11553,0.043941461
11555,0.044002168
11557,0.044008292
11559,0.043827124
11561,0.043956544
11563,0.044333626
11565,0.044322751
11567,0.044414543
11569,0.044996999
11571,0.044531249
11573,0.044362456
11575,0.044360962
11577,0.044613335
11579,0.046657499
11581,0.044876207
11583,0.04543921
11585,0.044417001
11587,0.044550169
11589,0.044631332
11591,0.044515625
11593,0.044726834
11595,0.045098249
11597,0.044178084
11599,0.0446475
11601,0.044718083
11603,0.043976378
11605,0.044410247
11607,0.043910831
11609,0.048392624
11611,0.044285167
11613,0.044260792
11615,0.04470896
11617,0.044476125
11619,0.04481354
11621,0.045254752
11623,0.046193376
11625,0.046661083
11627,0.045972332
11629,0.045089085
11631,0.04497933
11633,0.044485498
11635,0.044809125
11637,0.04417596
11639,0.044819709
11641,0.045789961
11643,0.044835415
11645,0.044915084
11647,0.044984248
11649,0.045135915
11651,0.044615377
11653,0.044810247
11655,0.044868544
11657,0.044889167
11659,0.045670751
11661,0.045635249
11663,0.045177002
11665,0.045177083
11667,0.045135126
11669,0.045252793
11671,0.045182753
11673,0.045430042
11675,0.045154877
11677,0.045196291
11679,0.045718793
11681,0.045552418
11683,0.045111876
11685,0.045040708
11687,0.045232292
11689,0.045692209
11691,0.045742959
11693,0.045357209
11695,0.045572456
11697,0.045365456
11699,0.045445584
11701,0.044867914
11703,0.045173876
11705,0.046480961
11707,0.044854585
11709,0.045607544
11711,0.045622375
11713,0.045601498
11715,0.045738246
11717,0.046060041
11719,0.045850206
11721,0.045924999
11723,0.045666669
11725,0.04510954
11727,0.045620959
11729,0.046051834
11731,0.045976248
11733,0.045718122
11735,0.045621961
11737,0.049715791
11739,0.045645706
11741,0.045958582
11743,0.046341334
11745,0.045727752
11747,0.045455337
11749,0.045510206
11751,0.045570169
11753,0.045765709
11755,0.045835249
11757,0.045809917
11759,0.046015624
11761,0.046195708
11763,0.046108752
11765,0.045874625
11767,0.045889001
11769,0.046006542
11771,0.045731124
11773,0.045893207
11775,0.05032596
11777,0.045530375
11779,0.045861792
11781,0.047191083
11783,0.045322791
11785,0.046028458
11787,0.046025876
11789,0.046225168
11791,0.046093293
11793,0.046109751
11795,0.046163831
11797,0.046240583
11799,0.046634831
11801,0.046407834
11803,0.046332374
11805,0.046152916
11807,0.046256248
11809,0.046497248
11811,0.046092585
11813,0.050283998
11815,0.045728914
11817,0.046313334
11819,0.046556123
11821,0.046533961
11823,0.04607179
11825,0.04647721
11827,0.046528999
11829,0.046800751
11831,0.046511833
11833,0.046380833
11835,0.046944998
11837,0.046310417
11839,0.046638791
11841,0.046689752
11843,0.046449877
11845,0.046633791
11847,0.046583962
11849,0.046485376
11851,0.046452999
11853,0.045884833
11855,0.045888208
11857,0.047971416
11859,0.046811458
11861,0.046261124
11863,0.046914998
11865,0.046664376
11867,0.046815209
11869,0.046376918
11871,0.046167038
11873,0.046604376
11875,0.04693421
11877,0.046329625
11879,0.046852291
11881,0.047277708
11883,0.046754669
11885,0.046931624
11887,0.046892416
11889,0.047024168
11891,0.04657704
11893,0.04703379
11895,0.046551291
11897,0.046948709
11899,0.047328833
11901,0.047336958
11903,0.046391249
11905,0.04686296
11907,0.047217961
11909,0.047241457
11911,0.047199417
11913,0.047398623
11915,0.047168415
11917,0.047394793
11919,0.048044331
11921,0.047254167
11923,0.046574
11925,0.046970125
11927,0.047408544
11929,0.046802249
11931,0.047423583
11933,0.046538875
11935,0.046774454
11937,0.047428962
11939,0.047543377
11941,0.047203455
11943,0.047371499
11945,0.051013041
11947,0.047436584
11949,0.047541376
11951,0.047885831
11953,0.047684502
11955,0.047459375
11957,0.048016667
11959,0.048213247
11961,0.048902664
11963,0.048657961
11965,0.048245914
11967,0.047487877
11969,0.048276708
11971,0.047515877
11973,0.071138337
11975,0.047574207
11977,0.047774624
11979,0.047880083
11981,0.04806817
11983,0.047686294
11985,0.047543753
11987,0.04807321
11989,0.047656916
11991,0.047622293
11993,0.048196875
11995,0.051662583
11997,0.04736004
11999,0.047637168
12001,0.048072208
12003,0.047295831
12005,0.047696002
12007,0.047860123
12009,0.047330208
12011,0.047713377
12013,0.051128335
12015,0.048751377
12017,0.047879916
12019,0.048326246
12021,0.047339585
12023,0.047432791
12025,0.047877833
12027,0.047918208
12029,0.047710668
12031,0.048406456
12033,0.04803583
12035,0.048074707
12037,0.047952291
12039,0.048286751
12041,0.047655001
12043,0.04832283
12045,0.048391376
12047,0.04771829
12049,0.049200293
12051,0.051749125
12053,0.049510125
12055,0.049039166
12057,0.053248499
12059,0.048527248
12061,0.04828221
12063,0.048683625
12065,0.048221916
12067,0.048315249
12069,0.048628502
12071,0.048454624
12073,0.048475001
12075,0.048500877
12077,0.048390336
12079,0.0484505
12081,0.048543707
12083,0.048616752
12085,0.048609708
12087,0.048589878
12089,0.048600543
12091,0.048599415
12093,0.048763584
12095,0.04846229
12097,0.048622541
12099,0.048405126
12101,0.04824296
12103,0.048722915
12105,0.049062457
12107,0.048982039
12109,0.04848529
12111,0.048880875
12113,0.048687335
12115,0.048706833
12117,0.049319707
12119,0.048421085
12121,0.048811667
12123,0.048895959
12125,0.053553708
12127,0.049412414
12129,0.048176039
12131,0.051030166
12133,0.049676832
12135,0.049115293
12137,0.049591754
12139,0.048629709
12141,0.048962999
12143,0.049279623
12145,0.049104545
12147,0.048488915
12149,0.048966914
12151,0.04877596
12153,0.049289625
12155,0.049675416
12157,0.048920877
12159,0.048877247
12161,0.048891753
12163,0.049186625
12165,0.049116623
12167,0.049502417
12169,0.048991293
12171,0.049278293
12173,0.049273457
12175,0.04919304
12177,0.049135793
12179,0.049192086
12181,0.049373209
12183,0.048941709
12185,0.048858374
12187,0.04997329
12189,0.049113542
12191,0.049238455
12193,0.049102124
12195,0.049528793
12197,0.049884874
12199,0.049164169
12201,0.049495082
12203,0.049547169
12205,0.105640337
12207,0.099985622
12209,0.051966794
12211,0.054210454
12213,0.062534586
12215,0.05121104
12217,0.054434456
12219,0.049774501
12221,0.049622834
12223,0.052913792
12225,0.049714293
12227,0.049559169
12229,0.050092041
12231,0.049210209
12233,0.049801458
12235,0.050836753
12237,0.049936041
12239,0.049902584
12241,0.050370622
12243,0.050000168
12245,0.049781878
12247,0.050124377
12249,0.050616376
12251,0.05029846
12253,0.0509305
12255,0.051005293
12257,0.050500125
12259,0.050629832
12261,0.050157834
12263,0.050343085
12265,0.050406832
12267,0.050746668
12269,0.05054367
12271,0.050823085
12273,0.050135583
12275,0.05024796
12277,0.050412498
12279,0.050434709
12281,0.050448332
12283,0.05019521
12285,0.050618961
12287,0.050522916
12289,0.053050123
12291,0.051998332
12293,0.051334124
12295,0.050184082
12297,0.05028696
12299,0.050481584
12301,0.051272791
12303,0.051402461
12305,0.050930042
12307,0.051677
12309,0.050313544
12311,0.050545
12313,0.050775915
12315,0.051027417
12317,0.050452959
12319,0.050698292
12321,0.050547794
12323,0.049884293
12325,0.050797999
12327,0.050985083
12329,0.050412375
12331,0.051502585
12333,0.050296545
12335,0.050733622
12337,0.049855582
12339,0.050560623
12341,0.05077317
12343,0.051142249
12345,0.051275875
12347,0.050466001
12349,0.050999586
12351,0.052053876
12353,0.051067833
12355,0.050753959
12357,0.051303707
12359,0.050951291
12361,0.051272832
12363,0.051119249
12365,0.050688248
12367,0.050936792
12369,0.050898708
12371,0.051043585
12373,0.051122293
12375,0.054829169
12377,0.050641209
12379,0.051128455
12381,0.056010753
12383,0.051211208
12385,0.051080544
12387,0.055332083
12389,0.051303167
12391,0.050961085
12393,0.055271123
12395,0.051434331
12397,0.0511645
12399,0.053903792
12401,0.051216166
12403,0.051098663
12405,0.05375104
12407,0.051185831
12409,0.051264457
12411,0.053663246
12413,0.051329084
12415,0.050911456
12417,0.053089622
12419,0.052195292
12421,0.052255832
12423,0.052559752
12425,0.050972916
12427,0.051614039
12429,0.052524708
12431,0.051150002
12433,0.051471416
12435,0.052651122
12437,0.051289376
12439,0.051456247
12441,0.052482039
12443,0.051391002
12445,0.051624916
12447,0.052549999
12449,0.051298544
12451,0.050849669
12453,0.051710039
12455,0.051442415
12457,0.051237501
12459,0.052877914
12461,0.051996168
12463,0.050925039
12465,0.052409168
12467,0.051995415
12469,0.051812753
12471,0.052223291
12473,0.051571123
12475,0.051317502
12477,0.052539207
12479,0.051772125
12481,0.051939499
12483,0.053050999
12485,0.051922958
12487,0.052089833
12489,0.053946707
12491,0.051275663
12493,0.051675376
12495,0.054187085
12497,0.051796544
12499,0.051702417
12501,0.054888584
12503,0.051957291
12505,0.051844832
12507,0.054732248
12509,0.051791877
12511,0.051816583
12513,0.055864375
12515,0.051913586
12517,0.052344959
12519,0.056562793
12521,0.051508084
12523,0.052068293
12525,0.056804083
12527,0.05162004
12529,0.052118085
12531,0.057282876
12533,0.053386834
12535,0.054575916
12537,0.052088376
12539,0.0525125
12541,0.05237196
12543,0.051747248
12545,0.052303582
12547,0.05327417
12549,0.055421039
12551,0.053802751
12553,0.052927125
12555,0.082835041
12557,0.052706707
12559,0.055961292
12561,0.053729415
12563,0.052612331
12565,0.052632999
12567,0.051965374
12569,0.052076753
12571,0.052662876
12573,0.053300999
12575,0.052797832
12577,0.053084999
12579,0.052160539
12581,0.052744456
12583,0.052253
12585,0.05256379
12587,0.052681085
12589,0.052108753
12591,0.053129207
12593,0.052859791
12595,0.052634042
12597,0.052668959
12599,0.052847624
12601,0.053276248
12603,0.052852038
12605,0.052294292
12607,0.052491877
12609,0.052997291
12611,0.053246416
12613,0.053060208
12615,0.052446544
12617,0.053139918
12619,0.053036623
12621,0.052909538
12623,0.052655999
12625,0.053099167
12627,0.053046249
12629,0.052933086
12631,0.052405167
12633,0.053240247
12635,0.052914999
12637,0.053353209
12639,0.053376708
12641,0.053050499
12643,0.053312626
12645,0.053002667
12647,0.053315338
12649,0.053274415
12651,0.052971002
12653,0.052626248
12655,0.053469878
12657,0.053026039
12659,0.053310331
12661,0.053849544
12663,0.053387456
12665,0.053298291
12667,0.054136623
12669,0.053493708
12671,0.053289998
12673,0.053674959
12675,0.053170167
12677,0.052649416
12679,0.055325001
12681,0.053649247
12683,0.053720668
12685,0.057893377
12687,0.053137917
12689,0.053270545
12691,0.053845584
12693,0.053655207
12695,0.053501666
12697,0.053442124
12699,0.053356498
12701,0.053796545
12703,0.053929083
12705,0.06706775
12707,0.055722792
12709,0.053696793
12711,0.053561501
12713,0.053977791
12715,0.05369246
12717,0.053609084
12719,0.053309124
12721,0.053617708
12723,0.053526752
12725,0.054089502
12727,0.054228246
12729,0.053711209
12731,0.054708622
12733,0.05424317
12735,0.054192793
12737,0.054170918
12739,0.054017708
12741,0.053604499
12743,0.054000333
12745,0.054167915
12747,0.053783331
12749,0.053837124
12751,0.053765249
12753,0.053985085
12755,0.054398622
12757,0.053988706
12759,0.053774539
12761,0.05468104
12763,0.053767625
12765,0.053485915
12767,0.054377541
12769,0.053931914
12771,0.054528084
12773,0.057864375
12775,0.053506877
12777,0.053988248
12779,0.053806961
12781,0.054312039
12783,0.054058123
12785,0.054912038
12787,0.054515623
12789,0.053661585
12791,0.054555416
12793,0.054549247
12795,0.054849751
12797,0.054810293
12799,0.054669041
12801,0.054670792
12803,0.054439168
12805,0.054516338
12807,0.054604877
12809,0.053623833
12811,0.053942751
12813,0.054880332
12815,0.053807378
12817,0.054230083
12819,0.055004336
12821,0.054860085
12823,0.05478996
12825,0.055037707
12827,0.054745998
12829,0.053858999
12831,0.054717083
12833,0.055029754
12835,0.055135831
12837,0.054578707
12839,0.0546805
12841,0.054490708
12843,0.058441877
12845,0.054819625
12847,0.054620832
12849,0.054156002
12851,0.054948293
12853,0.055073664
12855,0.054916583
12857,0.055257332
12859,0.055440959
12861,0.055228624
12863,0.05476496
12865,0.055726293
12867,0.055034418
12869,0.054782122
12871,0.055505544
12873,0.054630168
12875,0.054709878
12877,0.055717457
12879,0.055146169
12881,0.055434585
12883,0.055512208
12885,0.05627621
12887,0.055672001
12889,0.055367876
12891,0.055462457
12893,0.05534317
12895,0.056135375
12897,0.055249292
12899,0.055338249
12901,0.057494376
12903,0.055534169
12905,0.055571456
12907,0.055918623
12909,0.05567525
12911,0.055727754
12913,0.057334293
12915,0.055444416
12917,0.055881668
12919,0.055585459
12921,0.055571545
12923,0.055893794
12925,0.055706248
12927,0.055753753
12929,0.055597499
12931,0.055955168
12933,0.05597683
12935,0.055460833
12937,0.054840416
12939,0.0555395
12941,0.055450208
12943,0.055316169
12945,0.055566791
12947,0.056167874
12949,0.05590333
12951,0.055951294
12953,0.057222709
12955,0.05606804
12957,0.055985544
12959,0.055855792
12961,0.055959832
12963,0.056289248
12965,0.055998832
12967,0.055974875
12969,0.056524415
12971,0.056056082
12973,0.055954207
12975,0.056594584
12977,0.055740669
12979,0.056434501
12981,0.056647625
12983,0.056078833
12985,0.055890583
12987,0.056532167
12989,0.056405541
12991,0.056248877
12993,0.056841999
12995,0.056559209
12997,0.056544334
12999,0.05775125
13001,0.055491544
13003,0.056534961
13005,0.056521293
13007,0.055996664
13009,0.056417167
13011,0.056787331
13013,0.056173041
13015,0.055783752
13017,0.055886377
13019,0.056835331
13021,0.056997541
13023,0.056623623
13025,0.056795709
13027,0.05694133
13029,0.056802001
13031,0.056432668
13033,0.056533378
13035,0.056714375
13037,0.057015959
13039,0.057284877
13041,0.056890041
13043,0.056405332
13045,0.060479291
13047,0.0568275
13049,0.056872208
13051,0.0571425
13053,0.056944456
13055,0.05701296
13057,0.057175752
13059,0.057332624
13061,0.057485539
13063,0.056153663
13065,0.057021294
13067,0.057394832
13069,0.057205416
13071,0.056888752
13073,0.05697133
13075,0.057220001
13077,0.056895707
13079,0.057209417
13081,0.057326663
13083,0.057242502
13085,0.05957533
13087,0.056559209
13089,0.056751084
13091,0.057572499
13093,0.058655377
13095,0.059119668
13097,0.058496039
13099,0.077216752
13101,0.063888587
13103,0.057374123
13105,0.057203375
13107,0.056920122
13109,0.057240415
13111,0.056648001
13113,0.057104208
13115,0.057475541
13117,0.057668708
13119,0.058596831
13121,0.057350751
13123,0.057594877
13125,0.062316917
13127,0.057554707
13129,0.057654459
13131,0.056935001
13133,0.057402167
13135,0.057702038
13137,0.057597917
13139,0.057498246
13141,0.057978168
13143,0.05792883
13145,0.057893917
13147,0.058767248
13149,0.057754792
13151,0.057689462
13153,0.058068752
13155,0.057907585
13157,0.058114626
13159,0.060617208
13161,0.057218455
13163,0.057568416
13165,0.057825293
13167,0.058047418
13169,0.05820971
13171,0.058050126
13173,0.057952832
13175,0.058160417
13177,0.058044333
13179,0.058145501
13181,0.057656083
13183,0.058057498
13185,0.057528663
13187,0.057987545
13189,0.057578415
13191,0.057888001
13193,0.060338415
13195,0.058219876
13197,0.057854377
13199,0.058096915
13201,0.058277875
13203,0.058612585
13205,0.058324751
13207,0.057866041
13209,0.058274414
13211,0.058544166
13213,0.057644751
13215,0.064141288
13217,0.059695415
13219,0.061058376
13221,0.059589624
13223,0.058538999
13225,0.058156878
13227,0.062582664
13229,0.058174167
13231,0.058466293
13233,0.058530167
13235,0.058465585
13237,0.058789123
13239,0.057885833
13241,0.057900917
13243,0.058305208
13245,0.057947669
13247,0.05855104
13249,0.058098041
13251,0.058937542
13253,0.058539793
13255,0.058388542
13257,0.059118334
13259,0.058935124
13261,0.057854917
13263,0.058246084
13265,0.058962248
13267,0.059287585
13269,0.058299415
13271,0.059382875
13273,0.0589335
13275,0.058922291
13277,0.058878042
13279,0.059175499
13281,0.058888666
13283,0.058958169
13285,0.058226667
13287,0.058422167
13289,0.063776709
13291,0.059102125
13293,0.058729377
13295,0.058932416
13297,0.059215751
13299,0.059725791
13301,0.059021041
13303,0.05916496
13305,0.059279792
13307,0.058116917
13309,0.059107207
13311,0.05933404
13313,0.05922721
13315,0.05883804
