Sorter0,
ArrayLength,Runtime D
22015,0.168803424
22017,0.260106772
22019,0.165009037
22021,0.164829537
22023,0.168660998
22025,0.16608499
22027,0.165355995
22029,0.165127918
22031,0.167346045
22033,0.166117042
22035,0.167629242
22037,0.169029087
22039,0.166087449
22041,0.165878832
22043,0.166551799
22045,0.166583255
22047,0.1659787
22049,0.164979503
22051,0.166133747
22053,0.169477627
22055,0.166273162
22057,0.165315419
22059,0.165610462
22061,0.165931657
22063,0.165309742
22065,0.167149797
22067,0.174458414
22069,0.167224914
22071,0.166520581
22073,0.166651532
22075,0.165909842
22077,0.166959628
22079,0.165861875
22081,0.166658208
22083,0.166359246
22085,0.165831372
22087,0.166782618
22089,0.16635862
22091,0.166282043
22093,0.166152343
22095,0.167142496
22097,0.166591242
22099,0.1656335
22101,0.16603151
22103,0.16625458
22105,0.166668251
22107,0.166442469
22109,0.166985795
22111,0.167949289
22113,0.169744745
22115,0.171054363
22117,0.169728905
22119,0.170616999
22121,0.170560807
22123,0.170579925
22125,0.170800909
22127,0.170362055
22129,0.171063915
22131,0.171222672
22133,0.170467958
22135,0.169624746
22137,0.168448746
22139,0.168909296
22141,0.169337407
22143,0.169309407
22145,0.168895751
22147,0.168405324
22149,0.170251787
22151,0.169421509
22153,0.168992996
22155,0.170064494
22157,0.168499172
22159,0.169595957
22161,0.170676708
22163,0.168737873
22165,0.1694085
22167,0.168985173
22169,0.170060158
22171,0.169747248
22173,0.169739917
22175,0.169323877
22177,0.169499993
22179,0.169262081
22181,0.169447377
22183,0.169812337
22185,0.169377923
22187,0.170112163
22189,0.170283958
22191,0.17175746
22193,0.206944332
22195,0.171833709
22197,0.169485033
22199,0.169713125
22201,0.170133248
22203,0.170558289
22205,0.170477867
22207,0.170169458
22209,0.170804992
22211,0.170702085
22213,0.170137659
22215,0.170344159
22217,0.170616537
22219,0.170772702
22221,0.171568409
22223,0.170765579
22225,0.170672879
22227,0.169942617
22229,0.170755878
22231,0.170242459
22233,0.17284359
22235,0.169187292
22237,0.170149326
22239,0.170921534
22241,0.170482963
22243,0.171328083
22245,0.171183035
22247,0.172079012
22249,0.172840953
22251,0.172497422
22253,0.172110677
22255,0.171901166
22257,0.172593668
22259,0.171732575
22261,0.171548292
22263,0.171499044
22265,0.171262503
22267,0.171040282
22269,0.171712965
22271,0.170855254
22273,0.171476617
22275,0.171337113
22277,0.170965299
22279,0.1716232
22281,0.171211377
22283,0.170830131
22285,0.170971632
22287,0.172024876
22289,0.171838418
22291,0.171851918
22293,0.171341836
22295,0.171650678
22297,0.171852335
22299,0.172828048
22301,0.171806544
22303,0.17429179
22305,0.172123924
22307,0.17189616
22309,0.17174837
22311,0.172982574
22313,0.171894416
22315,0.172481462
22317,0.172347292
22319,0.171913043
22321,0.171481371
22323,0.172192574
22325,0.172307834
22327,0.173933581
22329,0.173877165
22331,0.173546165
22333,0.174284756
22335,0.172759533
22337,0.174291119
22339,0.17487137
22341,0.173655376
22343,0.173490673
22345,0.172276825
22347,0.170923084
22349,0.170146421
22351,0.170760006
22353,0.17198953
22355,0.171133742
22357,0.170631081
22359,0.170009091
22361,0.17038241
22363,0.170762077
22365,0.174963459
22367,0.175511241
22369,0.212873876
22371,0.172372833
22373,0.172615588
22375,0.17132771
22377,0.17322813
22379,0.173422053
22381,0.172651455
22383,0.173970252
22385,0.174010873
22387,0.173153043
22389,0.172377869
22391,0.172150746
22393,0.172372252
22395,0.175563708
22397,0.174031034
22399,0.174132422
22401,0.171891242
22403,0.172710791
22405,0.172292545
22407,0.174735039
22409,0.173490494
22411,0.175996006
22413,0.173237577
22415,0.175094709
22417,0.174382955
22419,0.173045322
22421,0.171110332
22423,0.171120465
22425,0.171581879
22427,0.172919422
22429,0.172107041
22431,0.174286127
22433,0.171368539
22435,0.17305921
22437,0.174967587
22439,0.171620131
22441,0.172174007
22443,0.173698336
22445,0.173912153
22447,0.175820544
22449,0.174515292
22451,0.174446493
22453,0.179472044
22455,0.174171671
22457,0.174132004
22459,0.174592361
22461,0.176777869
22463,0.175954342
22465,0.174212128
22467,0.175165713
22469,0.175126955
22471,0.175059125
22473,0.175614759
22475,0.175464496
22477,0.173877418
22479,0.175065666
22481,0.17549096
22483,0.177426785
22485,0.176603332
22487,0.177678123
22489,0.177167013
22491,0.176673502
22493,0.177625537
22495,0.177951425
22497,0.177903503
22499,0.177719161
22501,0.176996797
22503,0.182524085
22505,0.177870959
22507,0.177894548
22509,0.178133085
22511,0.178036422
22513,0.177122414
22515,0.177169502
22517,0.17733945
22519,0.175863162
22521,0.177485451
22523,0.176840782
22525,0.177278668
22527,0.177063957
22529,0.177918628
22531,0.176906362
22533,0.176741719
22535,0.178269327
22537,0.231838882
22539,0.179015458
22541,0.178365171
22543,0.179694667
22545,0.178257793
22547,0.178839579
22549,0.17807208
22551,0.177540958
22553,0.177655503
22555,0.178330123
22557,0.17704837
22559,0.177908361
22561,0.177477926
22563,0.178163037
22565,0.177450374
22567,0.179048166
22569,0.178854123
22571,0.178644747
22573,0.178681791
22575,0.17882967
22577,0.177488133
22579,0.178067088
22581,0.179581746
22583,0.175875589
22585,0.175715879
22587,0.175799459
22589,0.175416499
22591,0.176419958
22593,0.179564998
22595,0.179549456
22597,0.178443164
22599,0.178692669
22601,0.180620342
22603,0.178917542
22605,0.179481924
22607,0.178765371
22609,0.180473089
22611,0.179156467
22613,0.179654211
22615,0.180353165
22617,0.178928122
22619,0.179368883
22621,0.179861218
22623,0.178795427
22625,0.177840993
22627,0.17833221
22629,0.178298622
22631,0.178107202
22633,0.178979114
22635,0.176239297
22637,0.177190006
22639,0.176358461
22641,0.175526366
22643,0.176505953
22645,0.178467661
22647,0.179492369
22649,0.17949912
22651,0.179384619
22653,0.179253325
22655,0.17919296
22657,0.178283542
22659,0.17923063
22661,0.179179713
22663,0.179437459
22665,0.179484665
22667,0.179037303
22669,0.18063353
22671,0.179040417
22673,0.180246621
22675,0.181802914
22677,0.178050205
22679,0.17778863
22681,0.177488878
22683,0.177439794
22685,0.17723234
22687,0.18198958
22689,0.180632964
22691,0.17696847
22693,0.177627087
22695,0.177887708
22697,0.176808909
22699,0.177764624
22701,0.178599164
22703,0.180445582
22705,0.207462966
22707,0.179084703
22709,0.176738679
22711,0.178133711
22713,0.178495705
22715,0.179693833
22717,0.180143431
22719,0.181458622
22721,0.181732133
22723,0.181439459
22725,0.181228161
22727,0.17880933
22729,0.17814441
22731,0.180088669
22733,0.178840831
22735,0.179450214
22737,0.179798365
22739,0.180551663
22741,0.180900991
22743,0.189145371
22745,0.179192051
22747,0.180652499
22749,0.178959668
22751,0.179100886
22753,0.178375542
22755,0.179276153
22757,0.180518627
22759,0.179548711
22761,0.178984627
22763,0.17974104
22765,0.17799063
22767,0.181316495
22769,0.180066586
22771,0.180666372
22773,0.180744335
22775,0.182411373
22777,0.179849163
22779,0.182854623
22781,0.183590919
22783,0.180612668
22785,0.179948211
22787,0.182923421
22789,0.180764914
22791,0.182413995
22793,0.179381952
22795,0.178565383
22797,0.178809837
22799,0.182025999
22801,0.179269329
22803,0.178785786
22805,0.17927137
22807,0.179093868
22809,0.180824757
22811,0.179759204
22813,0.179013878
22815,0.186447456
22817,0.180610135
22819,0.18189846
22821,0.18118912
22823,0.180017591
22825,0.179671839
22827,0.180046678
22829,0.179335251
22831,0.180881843
22833,0.181576625
22835,0.179907292
22837,0.180710122
22839,0.182742834
22841,0.178694457
22843,0.179859012
22845,0.179930955
22847,0.180702597
22849,0.180065334
22851,0.179833844
22853,0.180117086
22855,0.179265738
22857,0.17979458
22859,0.181102082
22861,0.184193373
22863,0.180460572
22865,0.201665714
22867,0.181344986
22869,0.184153214
22871,0.196406007
22873,0.182246372
22875,0.1810835
22877,0.182692915
22879,0.180793926
22881,0.180647835
22883,0.180419579
22885,0.183088467
22887,0.183166698
22889,0.180356413
22891,0.180171788
22893,0.181126907
22895,0.181713119
22897,0.181520283
22899,0.18124491
22901,0.181728706
22903,0.181265429
22905,0.181737959
22907,0.181336254
22909,0.185308918
22911,0.182358786
22913,0.181535169
22915,0.18474257
22917,0.181831747
22919,0.182161301
22921,0.183299452
22923,0.180481926
22925,0.185350701
22927,0.182056755
22929,0.181398779
22931,0.181824416
22933,0.181602836
22935,0.181229711
22937,0.18089883
22939,0.181602955
22941,0.182583913
22943,0.182935461
22945,0.181743249
22947,0.18121247
22949,0.182054162
22951,0.182035372
22953,0.182155922
22955,0.18065691
22957,0.182714
22959,0.181363925
22961,0.18146421
22963,0.181794748
22965,0.183485746
22967,0.183296293
22969,0.181803331
22971,0.181428879
22973,0.181124806
22975,0.181466579
22977,0.183597401
22979,0.18156071
22981,0.18182984
22983,0.182183087
22985,0.180880293
22987,0.18204987
22989,0.182947665
22991,0.181868702
22993,0.182167664
22995,0.181858495
22997,0.181534752
22999,0.182617292
23001,0.182226494
23003,0.182723194
23005,0.182338908
23007,0.182225838
23009,0.182802781
23011,0.18225041
23013,0.182516053
23015,0.182571009
23017,0.18343775
23019,0.182536259
23021,0.182366624
23023,0.182382628
23025,0.185056284
23027,0.183611378
23029,0.1830035
23031,0.182477504
23033,0.183638155
23035,0.217790052
23037,0.181350961
23039,0.181295455
23041,0.181405798
23043,0.181165427
23045,0.181399047
23047,0.181809425
23049,0.181108624
23051,0.181736887
23053,0.181184918
23055,0.180894002
23057,0.185297921
23059,0.182991117
23061,0.181684911
23063,0.180911794
23065,0.181291506
23067,0.181729659
23069,0.181834131
23071,0.181791246
23073,0.18145366
23075,0.181941718
23077,0.181504622
23079,0.181268886
23081,0.181295171
23083,0.1815992
23085,0.18168363
23087,0.181770965
23089,0.181606203
23091,0.182028204
23093,0.181805298
23095,0.182363123
23097,0.32673794
23099,0.205170423
23101,0.182296365
23103,0.182142124
23105,0.181877121
23107,0.182538837
23109,0.18228437
23111,0.182151303
23113,0.18216005
23115,0.182364464
23117,0.182279453
23119,0.182619542
23121,0.182426125
23123,0.182299718
23125,0.182515875
23127,0.182315871
23129,0.183033958
23131,0.182444006
23133,0.184194416
23135,0.18524754
23137,0.182545632
23139,0.182300806
23141,0.182755321
23143,0.182963833
23145,0.183325216
23147,0.18235825
23149,0.182982907
23151,0.183373794
23153,0.182703421
23155,0.182818249
23157,0.182976127
23159,0.183464572
23161,0.183278784
23163,0.182882085
23165,0.183069095
23167,0.182805508
23169,0.183591947
23171,0.183679536
23173,0.183038577
23175,0.182803661
23177,0.183625534
23179,0.182627946
23181,0.183282778
23183,0.183412254
23185,0.186281919
23187,0.184179425
23189,0.183367014
23191,0.183652669
23193,0.183866471
23195,0.186337665
23197,0.246122777
23199,0.184553117
23201,0.183561638
23203,0.183385625
23205,0.183701038
23207,0.18343322
23209,0.184385926
23211,0.183867082
23213,0.183829635
23215,0.183769748
23217,0.183968991
23219,0.183994159
23221,0.185167417
23223,0.184289411
23225,0.184638262
23227,0.184266001
23229,0.184173301
23231,0.18348521
23233,0.184136331
23235,0.184249878
23237,0.184297219
23239,0.18383567
23241,0.18448855
23243,0.183477044
23245,0.184838623
23247,0.184410363
23249,0.184084207
23251,0.184613585
23253,0.183859915
23255,0.184481949
23257,0.184550375
23259,0.184166074
23261,0.183938667
23263,0.184041381
23265,0.183962882
23267,0.184496626
23269,0.184297711
23271,0.184330419
23273,0.18472904
23275,0.184423879
23277,0.184656367
23279,0.183995739
23281,0.18434909
23283,0.184870631
23285,0.184784874
23287,0.184857324
23289,0.184660986
23291,0.184296876
23293,0.185044631
23295,0.188482285
23297,0.184983507
23299,0.185388133
23301,0.185064673
23303,0.18507725
23305,0.185250074
23307,0.185410336
23309,0.184780374
23311,0.184950575
23313,0.18693091
23315,0.185153589
23317,0.184658751
23319,0.186955199
23321,0.184825957
23323,0.184916571
23325,0.185445994
23327,0.185233712
23329,0.184725463
23331,0.185502753
23333,0.18524912
23335,0.185382873
23337,0.185411945
23339,0.185502782
23341,0.187174335
23343,0.186096132
23345,0.186987638
23347,0.188625872
23349,0.186897531
23351,0.186040282
23353,0.185475916
23355,0.185253084
23357,0.190014213
23359,0.211948827
23361,0.186335921
23363,0.185968667
23365,0.185969085
23367,0.186120957
23369,0.186223119
23371,0.186597168
23373,0.186008826
23375,0.18577005
23377,0.188293949
23379,0.18631655
23381,0.185884371
23383,0.18659471
23385,0.186390162
23387,0.186247289
23389,0.189775497
23391,0.186445713
23393,0.185902208
23395,0.187044457
23397,0.186675504
23399,0.186751798
23401,0.18673563
23403,0.186107948
23405,0.186948463
23407,0.186560214
23409,0.187151417
23411,0.186679751
23413,0.186506331
23415,0.186923429
23417,0.186902702
23419,0.187766835
23421,0.187288672
23423,0.187609047
23425,0.186714262
23427,0.187267587
23429,0.186772496
23431,0.18883054
23433,0.189034
23435,0.188921511
23437,0.188150883
23439,0.187322125
23441,0.187516421
23443,0.188217044
23445,0.189067215
23447,0.187837631
23449,0.187806055
23451,0.188976049
23453,0.188395873
23455,0.208708569
23457,0.187915042
23459,0.187613219
23461,0.187536493
23463,0.187823847
23465,0.190654591
23467,0.187728629
23469,0.187744468
23471,0.18738763
23473,0.187879324
23475,0.18826057
23477,0.188446283
23479,0.187846631
23481,0.188165739
23483,0.187940747
23485,0.188438341
23487,0.188284338
23489,0.188506156
23491,0.188138753
23493,0.188373089
23495,0.188589543
23497,0.188545659
23499,0.188611045
23501,0.18915163
23503,0.188829795
23505,0.188240498
23507,0.188218832
23509,0.188740745
23511,0.189652503
23513,0.19004333
23515,0.190087587
23517,0.223327249
23519,0.189664155
23521,0.188145876
23523,0.188686207
23525,0.188526496
23527,0.189804673
23529,0.189447924
23531,0.188923836
23533,0.188584909
23535,0.191391945
23537,0.188959718
23539,0.190784007
23541,0.188522577
23543,0.188877925
23545,0.189056784
23547,0.189172953
23549,0.189167872
23551,0.188671634
23553,0.189077035
23555,0.189839378
23557,0.189244628
23559,0.189148679
23561,0.189688414
23563,0.18905738
23565,0.190221459
23567,0.189403206
23569,0.189318255
23571,0.189590335
23573,0.189841926
23575,0.189611956
23577,0.189894617
23579,0.189742625
23581,0.189254284
23583,0.189371511
23585,0.18879129
23587,0.189649045
23589,0.189730749
23591,0.189345583
23593,0.189987302
23595,0.188918129
23597,0.189267009
23599,0.189789668
23601,0.190005168
23603,0.190923095
23605,0.19451125
23607,0.195016503
23609,0.190970257
23611,0.190656751
23613,0.190403223
23615,0.190714881
23617,0.190021291
23619,0.189951047
23621,0.190608829
23623,0.1894968
23625,0.190410569
23627,0.190240666
23629,0.190276161
23631,0.190809295
23633,0.19035621
23635,0.190661833
23637,0.191085786
23639,0.190188289
23641,0.190595791
23643,0.190995455
23645,0.190175667
23647,0.19055751
23649,0.193427086
23651,0.19041054
23653,0.191203952
23655,0.192004964
23657,0.195024878
23659,0.193541795
23661,0.194528908
23663,0.193326369
23665,0.191960052
23667,0.195612758
23669,0.191661373
23671,0.191565543
23673,0.197778746
23675,0.23758854
23677,0.190963045
23679,0.191467449
23681,0.191746697
23683,0.191836163
23685,0.191675454
23687,0.191699207
23689,0.191500798
23691,0.191337422
23693,0.191722751
23695,0.19107917
23697,0.191714495
23699,0.191811994
23701,0.191436678
23703,0.192093536
23705,0.193143919
23707,0.195341632
23709,0.193795204
23711,0.191444203
23713,0.191888571
23715,0.191799924
23717,0.191581875
23719,0.194388419
23721,0.191574544
23723,0.192641452
23725,0.194033504
23727,0.193779424
23729,0.195431873
23731,0.195108697
23733,0.194533914
23735,0.196133792
23737,0.194686621
23739,0.194940805
23741,0.198504835
23743,0.194851667
23745,0.194851741
23747,0.196592495
23749,0.193709463
23751,0.195641086
23753,0.196516261
23755,0.196899712
23757,0.196559295
23759,0.194597945
23761,0.193261087
23763,0.193115294
23765,0.192294046
23767,0.195997834
23769,0.194468409
23771,0.195850745
23773,0.193454415
23775,0.193045095
23777,0.192685291
23779,0.193736002
23781,0.193195507
23783,0.192644045
23785,0.193704262
23787,0.193218753
23789,0.192715198
23791,0.193416581
23793,0.19283779
23795,0.19296509
23797,0.193424046
23799,0.193402886
23801,0.192788288
23803,0.19393158
23805,0.193591043
23807,0.193903327
23809,0.193226457
23811,0.193336755
23813,0.193528548
23815,0.193805993
23817,0.193586677
23819,0.194238752
23821,0.194215879
23823,0.197541326
23825,0.196032256
23827,0.197401091
23829,0.228814051
23831,0.196195707
23833,0.194995329
23835,0.195625588
23837,0.194230631
23839,0.195505664
23841,0.19494842
23843,0.193945453
23845,0.195423663
23847,0.196116745
23849,0.200569302
23851,0.195978627
23853,0.194629744
23855,0.194904953
23857,0.194955796
23859,0.20034413
23861,0.196432963
23863,0.194552749
23865,0.194151506
23867,0.194689751
23869,0.19502975
23871,0.196022421
23873,0.195029125
23875,0.195990503
23877,0.194985718
23879,0.195308045
23881,0.194709957
23883,0.194834292
23885,0.194709033
23887,0.194122002
23889,0.195843786
23891,0.195616409
23893,0.195263535
23895,0.19533658
23897,0.195078209
23899,0.194430366
23901,0.196617708
23903,0.195355833
23905,0.195847034
23907,0.195346832
23909,0.194987714
23911,0.195095092
23913,0.196524575
23915,0.195533589
23917,0.195416629
23919,0.1959427
23921,0.195321172
23923,0.196673706
23925,0.196437165
23927,0.197672129
23929,0.199186578
23931,0.195242003
23933,0.195170417
23935,0.196459293
23937,0.19540754
23939,0.195564672
23941,0.195883334
23943,0.195749998
23945,0.196235254
23947,0.195522338
23949,0.195729166
23951,0.195958465
23953,0.195659503
23955,0.195837751
23957,0.196205243
23959,0.196041241
23961,0.195303634
23963,0.196111843
23965,0.196369126
23967,0.196201369
23969,0.197013661
23971,0.196388006
23973,0.197031632
23975,0.195729449
23977,0.196130052
23979,0.201499671
23981,0.227446884
23983,0.197327003
23985,0.196970746
23987,0.196335241
23989,0.195965871
23991,0.196654499
23993,0.19736512
23995,0.196575165
23997,0.196907327
23999,0.196561426
24001,0.197506502
24003,0.19663763
24005,0.19683592
24007,0.19757016
24009,0.197191671
24011,0.196951866
24013,0.19646363
24015,0.196254596
24017,0.196342573
24019,0.196789712
24021,0.200083584
24023,0.197173834
24025,0.197274625
24027,0.196808502
24029,0.19796437
24031,0.196290746
24033,0.197197586
24035,0.199211746
24037,0.197720885
24039,0.197041661
24041,0.197613418
24043,0.197136164
24045,0.197651789
24047,0.198648676
24049,0.198060706
24051,0.197906464
24053,0.198121294
24055,0.196912497
24057,0.197419956
24059,0.197662413
24061,0.196737379
24063,0.198137671
24065,0.197822675
24067,0.198175371
24069,0.198262081
24071,0.198183715
24073,0.197798371
24075,0.198057085
24077,0.198139787
24079,0.19809109
24081,0.19839938
24083,0.197927117
24085,0.199122578
24087,0.198100626
24089,0.198241174
24091,0.198217168
24093,0.198628291
24095,0.198260874
24097,0.200363383
24099,0.197577089
24101,0.197825715
24103,0.198335737
24105,0.19815658
24107,0.197738826
24109,0.19828099
24111,0.198028415
24113,0.199445114
24115,0.19863683
24117,0.198891163
24119,0.200003043
24121,0.19784753
24123,0.198361591
24125,0.199037835
24127,0.199003667
24129,0.198672578
24131,0.203442082
24133,0.236842409
24135,0.199654207
24137,0.199388295
24139,0.198791459
24141,0.198807791
24143,0.199144423
24145,0.20012933
24147,0.198633254
24149,0.198421925
24151,0.198551998
24153,0.199263737
24155,0.199298367
24157,0.198648706
24159,0.199269637
24161,0.198882341
24163,0.19927375
24165,0.199150875
24167,0.201665252
24169,0.200421706
24171,0.198770076
24173,0.199072957
24175,0.199215248
24177,0.199437246
24179,0.200126544
24181,0.199929118
24183,0.199615166
24185,0.199412465
24187,0.20004496
24189,0.199572459
24191,0.199482292
24193,0.199884623
24195,0.199446782
24197,0.199494541
24199,0.199670121
24201,0.198955044
24203,0.199764132
24205,0.20016478
24207,0.202497751
24209,0.199371994
24211,0.200645119
24213,0.199934259
24215,0.200047836
24217,0.200185463
24219,0.200315014
24221,0.200457498
24223,0.199541047
24225,0.200054005
24227,0.200036287
24229,0.199678674
24231,0.199249581
24233,0.200240746
24235,0.199596211
24237,0.201100156
24239,0.20041509
24241,0.200362906
24243,0.201372087
24245,0.199849412
24247,0.201053947
24249,0.2007505
24251,0.200089172
24253,0.200157717
24255,0.201026753
24257,0.199291334
24259,0.20291467
24261,0.201698497
24263,0.201375321
24265,0.200802043
24267,0.201227501
24269,0.199856043
24271,0.200409666
24273,0.200742885
24275,0.201219916
24277,0.200786963
24279,0.201600745
24281,0.217622831
24283,0.202908665
24285,0.201523706
24287,0.200821415
24289,0.201375246
24291,0.20343101
24293,0.202142209
24295,0.200710341
24297,0.201320544
24299,0.200892001
24301,0.201478839
24303,0.200957999
24305,0.201935872
24307,0.201802492
24309,0.20124574
24311,0.201166078
24313,0.20163779
24315,0.201505542
24317,0.201958001
24319,0.201667741
24321,0.201151505
24323,0.201578885
24325,0.201748252
24327,0.201817498
24329,0.201969251
24331,0.201884076
24333,0.20215787
24335,0.204178363
24337,0.201640919
24339,0.201513842
24341,0.202838048
24343,0.20220992
24345,0.202120498
24347,0.20262216
24349,0.201197505
24351,0.202633664
24353,0.202764705
24355,0.202152804
24357,0.202290624
24359,0.20203805
24361,0.202001169
24363,0.203467846
24365,0.202660918
24367,0.202510551
24369,0.201895952
24371,0.201993749
24373,0.202354625
24375,0.202826127
24377,0.201804295
24379,0.202224985
24381,0.202458084
24383,0.202579662
24385,0.202499241
24387,0.201742753
24389,0.202315167
24391,0.203529164
24393,0.202711955
24395,0.204410791
24397,0.202791587
24399,0.202915087
24401,0.202524707
24403,0.203798503
24405,0.202461421
24407,0.202195868
24409,0.203232154
24411,0.202943429
24413,0.202147946
24415,0.204091534
24417,0.203907117
24419,0.202887714
24421,0.203606963
24423,0.203451291
24425,0.203103006
24427,0.204872623
24429,0.238994375
24431,0.205613092
24433,0.203747213
24435,0.204756409
24437,0.203520074
24439,0.204372838
24441,0.203668758
24443,0.204312414
24445,0.203413218
24447,0.203256711
24449,0.203486875
24451,0.203902885
24453,0.204117671
24455,0.203700125
24457,0.204768121
24459,0.20326829
24461,0.203490078
24463,0.204446048
24465,0.204273254
24467,0.204376459
24469,0.204606414
24471,0.203430414
24473,0.204181716
24475,0.204187751
24477,0.204048052
24479,0.204678759
24481,0.204298049
24483,0.204168677
24485,0.204766497
24487,0.204536051
24489,0.205014288
24491,0.204611748
24493,0.204692215
24495,0.204626471
24497,0.204381302
24499,0.203973874
24501,0.204286084
24503,0.204842329
24505,0.205152676
24507,0.204868495
24509,0.20509775
24511,0.203907922
24513,0.204734087
24515,0.204768583
24517,0.205478251
24519,0.204659879
24521,0.203468621
24523,0.204840004
24525,0.205283955
24527,0.205528572
24529,0.204558283
24531,0.204907998
24533,0.204916164
24535,0.204929918
24537,0.206356212
24539,0.205087841
24541,0.205503657
24543,0.205546826
24545,0.205187708
24547,0.205379292
24549,0.205371588
24551,0.205566585
24553,0.205563247
24555,0.207095161
24557,0.205800369
24559,0.205272987
24561,0.208649844
24563,0.205942005
24565,0.205945835
24567,0.206267431
24569,0.205978423
24571,0.206359714
24573,0.206921577
24575,0.234479249
24577,0.209548295
24579,0.206350625
24581,0.205527529
24583,0.205904052
24585,0.206214502
24587,0.205751196
24589,0.20610787
24591,0.20646888
24593,0.205956295
24595,0.205765456
24597,0.206190884
24599,0.20623745
24601,0.206958622
24603,0.20695509
24605,0.205878153
24607,0.206662074
24609,0.207140833
24611,0.206237122
24613,0.207831204
24615,0.206655204
24617,0.206815198
24619,0.207051381
24621,0.206980839
24623,0.206664369
24625,0.207129374
24627,0.207390159
24629,0.205886081
24631,0.207091302
24633,0.206778154
24635,0.20669958
24637,0.207689211
24639,0.207209244
24641,0.207596123
24643,0.206749871
24645,0.206364006
24647,0.206635639
24649,0.20700942
24651,0.207841635
24653,0.207690671
24655,0.207178622
24657,0.207337081
24659,0.207622409
24661,0.207508206
24663,0.207438082
24665,0.207470417
24667,0.208189294
24669,0.207646623
24671,0.207938537
24673,0.206390128
24675,0.207342342
24677,0.207546085
24679,0.207442343
24681,0.206965089
24683,0.208210915
24685,0.207500577
24687,0.20716846
24689,0.20759137
24691,0.208357036
24693,0.207961798
24695,0.20783551
24697,0.20878917
24699,0.207628623
24701,0.208517462
24703,0.20804058
24705,0.207861334
24707,0.208801925
24709,0.207379296
24711,0.208475664
24713,0.209035292
24715,0.208899081
24717,0.208356917
24719,0.238522589
24721,0.213810578
24723,0.208436877
24725,0.209374055
24727,0.208483294
24729,0.208186626
24731,0.20942533
24733,0.208413586
24735,0.208060414
24737,0.209210202
24739,0.208315715
24741,0.2083655
24743,0.209150329
24745,0.208151162
24747,0.208756164
24749,0.209678054
24751,0.208260372
24753,0.210142463
24755,0.208644077
24757,0.208974361
24759,0.209008336
24761,0.209346697
24763,0.208546042
24765,0.208835915
24767,0.209340915
24769,0.209539011
24771,0.208416045
24773,0.208846048
24775,0.20850575
24777,0.209024787
24779,0.210470706
24781,0.209425583
24783,0.208589792
24785,0.209454253
24787,0.208785042
24789,0.209587663
24791,0.210086837
24793,0.210480005
24795,0.209063455
24797,0.209619999
24799,0.209639788
24801,0.209643036
24803,0.210226581
24805,0.210024834
24807,0.209063843
24809,0.210352421
24811,0.209836796
24813,0.209594503
24815,0.209604084
24817,0.209711418
24819,0.209884912
24821,0.210594624
24823,0.21032992
24825,0.21016717
24827,0.210812703
24829,0.210704669
24831,0.209776208
24833,0.210361451
24835,0.210954905
24837,0.209924161
24839,0.212268755
24841,0.210265294
24843,0.210297659
24845,0.21040158
24847,0.210417584
24849,0.209965035
24851,0.21084787
24853,0.21019733
24855,0.210611209
24857,0.210825577
24859,0.210415959
24861,0.213815838
24863,0.239667743
24865,0.210437924
24867,0.210858911
24869,0.21021013
24871,0.210428074
24873,0.213817537
24875,0.211111084
24877,0.210990757
24879,0.211754054
24881,0.211707503
24883,0.210962594
24885,0.211410418
24887,0.21146208
24889,0.215936467
24891,0.218847916
24893,0.21627225
24895,0.21407938
24897,0.212127045
24899,0.212263837
24901,0.210839376
24903,0.211658835
24905,0.211979955
24907,0.211304411
24909,0.212068364
24911,0.212015837
24913,0.211685747
24915,0.211828619
24917,0.21178858
24919,0.212508827
24921,0.211690053
24923,0.212107003
24925,0.211991116
24927,0.210832
24929,0.212274209
24931,0.212312698
24933,0.21208784
24935,0.212559715
24937,0.212509915
24939,0.212760255
24941,0.212415382
24943,0.211292073
24945,0.211847082
24947,0.213055879
24949,0.211965591
24951,0.211359218
24953,0.212471843
24955,0.212108582
24957,0.211881667
24959,0.212092698
24961,0.211622834
24963,0.214596838
24965,0.213155538
24967,0.224376336
24969,0.212881118
24971,0.213399172
24973,0.212319866
24975,0.213380411
24977,0.21367766
24979,0.21285595
24981,0.212326631
24983,0.21294345
24985,0.212905213
24987,0.212789461
24989,0.213172361
24991,0.213346913
24993,0.212384671
24995,0.214086905
24997,0.213195041
24999,0.21269846
25001,0.216824159
25003,0.245450541
25005,0.213037744
25007,0.213772073
25009,0.213234201
25011,0.213807449
25013,0.214321092
25015,0.213320166
25017,0.214175418
25019,0.213378459
25021,0.213273957
25023,0.213288158
25025,0.213410839
25027,0.213989913
25029,0.21339862
25031,0.215434074
25033,0.213644341
25035,0.213407457
25037,0.213608667
25039,0.214095578
25041,0.214004919
25043,0.214183047
25045,0.213687122
25047,0.213799834
25049,0.213994697
25051,0.213686571
25053,0.214117587
25055,0.214063451
25057,0.21410875
25059,0.213752002
25061,0.215294465
25063,0.214410499
25065,0.213924617
25067,0.215093791
25069,0.213689223
25071,0.214447945
25073,0.214684576
25075,0.217092335
25077,0.214979455
25079,0.214819998
25081,0.214522153
25083,0.213868365
25085,0.214426622
25087,0.214724332
25089,0.214499041
25091,0.216276839
25093,0.215143785
25095,0.216488957
25097,0.214442462
25099,0.215011254
25101,0.214307845
25103,0.213894293
25105,0.214987114
25107,0.214931503
25109,0.215365425
25111,0.215583786
25113,0.215110838
25115,0.214763507
25117,0.215163007
25119,0.215451255
